sentence,context,subject,verb,verb_pos,subject_number,verb_number,verb_form,verb_person,n_intervening,n_diff_intervening,distance,split_origin
"Del sector alimentario , sólo Nestlé se encuentra entre las 100 primeras empresas españolas , con una facturación de 252.000 millones de pesetas , y sólo ocho empresas del sector tienen una facturación superior a los 100.000 millones de pesetas .","Del sector alimentario , sólo Nestlé se encuentra entre las 100 primeras empresas españolas , con una facturación de 252.000 millones de pesetas , y sólo ocho empresas del sector tienen",empresas,tienen,30,Plur,Plur,Fin,3,1,1,3,train
"Las expectativas no se centran en si aumentará los tipos de interés , sino en cuánto los incrementará para enfriar una economía repleta de indicadores positivos .",Las expectativas no se centran,expectativas,centran,4,Plur,Plur,Fin,3,0,0,3,train
"El encuentro de la Reserva Federal sigue al anuncio de que EEUU ha entrado en su 107 mes de crecimiento económico ininterrumpido , en la expansión más prolongada de su historia , acompañada de inflación y desempleo bajos y entusiasmo en los mercados financieros .",El encuentro de la Reserva Federal sigue,encuentro,sigue,6,Sing,Sing,Fin,3,0,0,5,train
La mayoría de analistas esperan una subida de los tipos de interés de un cuarto de punto .,La mayoría de analistas esperan,analistas,esperan,4,Plur,Plur,Fin,3,0,0,1,train
"Una contrarreloj de 16,5 kilómetros pone a prueba el nivel de los favoritos .","Una contrarreloj de 16,5 kilómetros pone",contrarreloj,pone,5,Sing,Sing,Fin,3,1,1,4,train
Los escaladores Pantani y Escartín tratarán de perder el mínimo tiempo .,Los escaladores Pantani y Escartín tratarán,escaladores,tratarán,5,Plur,Plur,Fin,3,0,0,4,train
"Una auténtica contrarreloj de 16,5 kilómetros , lejos de ser considerada como el habitual prólogo de exhibición , probará las fuerzas de los principales favoritos .","Una auténtica contrarreloj de 16,5 kilómetros , lejos de ser considerada como el habitual prólogo de exhibición , probará",contrarreloj,probará,18,Sing,Sing,Fin,3,3,1,16,train
Las llanuras de la región de La Vienne no darán opción a ninguno de los candidatos a la victoria final a poder esconderse esconder se en el interior del pelotón .,Las llanuras de la región de La Vienne no darán,llanuras,darán,9,Plur,Plur,Fin,3,1,1,8,train
"Las comparaciones ayer , por ejemplo , todas las figuras preferían dar como favoritos a sus inmediatos rivales .","Las comparaciones ayer , por ejemplo , todas las figuras preferían",figuras,preferían,10,Plur,Plur,Fin,3,0,0,1,train
Al técnico no le importaba la presión para quien tratará de renovar a partir de hoy el título de campeón del Tour ganado hace un año en París .,Al técnico no le importaba,presión,importaba,4,Sing,Sing,Fin,3,0,0,2,train
"Su figura , como suele suceder siempre en las grandes citas , no ofrecía ningún rastro de grasa .","Su figura , como suele suceder siempre en las grandes citas , no ofrecía",figura,ofrecía,13,Sing,Sing,Fin,3,0,0,12,train
El alemán se presentó con una victoria en la manga : su triunfo ante la báscula .,El alemán se presentó,alemán,presentó,3,Sing,Sing,Fin,3,0,0,2,train
"Temo a Pantani , Zülle y Olano , aunque creo que Virenque y Jalabert también pueden ganar el Tour , afirmó el ganador de 1997 , para mayor confusión en este inicio de carrera .","Temo a Pantani , Zülle y Olano , aunque creo que Virenque y Jalabert también pueden ganar el Tour , afirmó",ganador,afirmó,20,Sing,Sing,Fin,3,0,0,2,train
""" Este inicio de Tour no me desagrada "" , avisó el italiano .",""" Este inicio de Tour no me desagrada",inicio,desagrada,7,Sing,Sing,Fin,3,0,0,5,train
""" Este inicio de Tour no me desagrada "" , avisó el italiano .",""" Este inicio de Tour no me desagrada "" , avisó",italiano,avisó,10,Sing,Sing,Fin,3,0,0,2,train
Los ecologistas denuncian ante el TSJC la concesión por la Agència Catalana del' Aigua de caudales de la depuradora de Les Fonts para el futuro campo de Torrebonica .,Los ecologistas denuncian,ecologistas,denuncian,2,Plur,Plur,Fin,3,0,0,1,train
Los títulos de Endesa Chile y de Enersis no cotizaron ayer por segundo día consecutivo en la Bolsa de Comercio y en la Bolsa Electrónica de Santiago de Chile para evitar el desplome de los valores de estas dos compañías .,Los títulos de Endesa Chile y de Enersis no cotizaron,títulos,cotizaron,9,Plur,Plur,Fin,3,0,0,8,train
El próximo Lunes finaliza el plazo para que Enersis presente las alegaciones a la decisión de la fiscalía .,El próximo Lunes finaliza,plazo,finaliza,3,Sing,Sing,Fin,3,0,0,2,train
"Ahora podría volver a intentar la operación aunque existen , al menos , otras dos empresas interesadas también en la compra .",Ahora podría volver a intentar la operación aunque existen,empresas,existen,8,Plur,Plur,Fin,3,0,0,7,train
"El base considera que el Barça se equivoca con su marcha , pero dice que se despide sin rencor .",El base considera,base,considera,2,Sing,Sing,Fin,3,0,0,1,train
"El futuro del exjugador del Barça de básquet , Aleksandar Djordjevic , apunta hacia el Real Madrid .","El futuro del exjugador del Barça de básquet , Aleksandar Djordjevic , apunta",futuro,apunta,12,Sing,Sing,Fin,2,2,0,11,train
"El base yugoslavo admitió ayer , en la rueda de prensa de su despedida como azulgrana , que ha recibido una llamada del técnico italiano Sergio Scariolo , el próximo preparador madridista , interesándose interesando se por su futuro .",El base yugoslavo admitió,base,admitió,3,Sing,Sing,Fin,3,0,0,2,train
"Djordjevic no quiso explicar si existen negociaciones , pero admitió que mantiene una excelente relación con Scariolo .",Djordjevic no quiso explicar si existen,negociaciones,existen,5,Plur,Plur,Fin,3,0,0,1,train
"Ambos coincidieron en Italia , en su etapa en la Fortitudo , y desde entonces han mantenido contactos regulares .",Ambos coincidieron,Ambos,coincidieron,1,Plur,Plur,Fin,3,0,0,1,train
"El internacional yugoslavo quiso despedirse despedir se agradeciendo el apoyo de todos , afición , técnicos , jugadores e incluso de los rivales .",El internacional yugoslavo quiso,internacional,quiso,3,Sing,Sing,Fin,3,0,0,2,train
""" Su respaldo en estos últimos meses ha sido muy importante para superar el problema que vive mi país "" , admitió , para añadir que se marcha sin ningún rencor contra el técnico por su decisión .",""" Su respaldo en estos últimos meses ha sido muy importante para superar el problema que vive",país,vive,16,Sing,Sing,Fin,3,0,0,2,train
"Está claro que no son cosas agradables ni por su parte ni por la mía "" , señaló el exjugador barcelonista sobre la conversación con el entrenador .","Está claro que no son cosas agradables ni por su parte ni por la mía "" , señaló",exjugador,señaló,17,Sing,Sing,Fin,3,0,0,2,train
"El preparador barcelonista calificó la decisión como "" un salto al vacío "" al no tener cerrada la operación del escolta francés Antoine Rigaudeau , su probable sustituto , pero indicó que este riesgo era necesario para no perjudicar a Sasha a la hora de negociar nuevas ofertas .",El preparador barcelonista calificó,preparador,calificó,3,Sing,Sing,Fin,3,0,0,2,train
""" Creo que hemos hecho una oferta competitiva , que está dentro del nivel del mercado "" , aseguró ayer el gerente del club , Antonio Maceiras , sobre la negociación con Esteller , el capitán del equipo .",""" Creo que hemos hecho una oferta competitiva , que está dentro del nivel del mercado "" , aseguró",gerente,aseguró,18,Sing,Sing,Fin,3,0,0,3,train
Los azulgranas se enfrentarán en las semifinales de la competición al rival más duro que podía tocarles tocar les de los tres que quedaban en el bombo .,Los azulgranas se enfrentarán,azulgranas,enfrentarán,3,Plur,Plur,Fin,3,0,0,2,train
El partido de ida se jugará en el Palau Blaugrana el día 19 de marzo y la vuelta el día 26 .,El partido de ida se jugará,partido,jugará,5,Sing,Sing,Fin,3,1,0,4,train
La expansión internacional también hará posible convertir en fijos a 209 trabajadores temporales .,La expansión internacional también hará,expansión,hará,4,Sing,Sing,Fin,3,0,0,3,train
El grupo pide en su alegato final un plazo de un año para su eventual segregación .,El grupo pide,grupo,pide,2,Sing,Sing,Fin,3,0,0,1,train
"Los abogados del gigante del software , en su última oportunidad de dulcificar la próxima decisión del juez de distrito que lleva el caso antimonopolio , Thomas P. Jackson , reclamaron un plazo de 12 meses para proceder a una eventual segregación de la empresa .","Los abogados del gigante del software , en su última oportunidad de dulcificar la próxima decisión del juez de distrito que lleva el caso antimonopolio , Thomas P. Jackson , reclamaron",abogados,reclamaron,30,Plur,Plur,Fin,3,2,2,29,train
""" Cuando un requerimiento judicial es tan ambiguo que desafía toda comprensión , éste es nulo e inaplicable "" , dice el documento de Microsoft presentado al juez .",""" Cuando un requerimiento judicial es tan ambiguo que desafía toda comprensión , éste es nulo e inaplicable "" , dice",documento,dice,20,Sing,Sing,Fin,3,0,0,2,train
"El juez llegó a plantear la posibilidad de dividir la compañía en tres , como solicitaban algunos de los competidores del grupo presidido por Bill Gates .",El juez llegó,juez,llegó,2,Sing,Sing,Fin,3,0,0,1,train
"El juez llegó a plantear la posibilidad de dividir la compañía en tres , como solicitaban algunos de los competidores del grupo presidido por Bill Gates .","El juez llegó a plantear la posibilidad de dividir la compañía en tres , como solicitaban",algunos,solicitaban,15,Plur,Plur,Fin,3,0,0,1,train
"A las virtuales nuevas compañías , una dedicada al sistema operativo Windows y otra a las aplicaciones , como Office , se sumaría una nueva empresa sólo para el navegador de Internet Explorer .","A las virtuales nuevas compañías , una dedicada al sistema operativo Windows y otra a las aplicaciones , como Office , se sumaría",empresa,sumaría,22,Sing,Sing,Fin,3,0,0,3,train
El juez interpreta que Microsoft ha violado las leyes antimonopolio y se espera que dicte una resolución en breve .,El juez interpreta,juez,interpreta,2,Sing,Sing,Fin,3,0,0,1,train
"El caso , que dura ya más de dos años , surgió como consecuencia de la demanda presentada por el gobierno federal y los ejecutivos de 19 estados , que al final han quedado en 17 .","El caso , que dura ya más de dos años , surgió",caso,surgió,11,Sing,Sing,Fin,3,1,1,10,train
"Los abogados de Microsoft , empresa que creó el programa Windows que usan el 95% de los ordenadores , aseguran que la división de la firma disminuiría su capacidad para competir .","Los abogados de Microsoft , empresa que creó el programa Windows que usan el 95% de los ordenadores , aseguran",abogados,aseguran,19,Plur,Plur,Fin,3,3,2,18,train
"Los abogados de Microsoft , empresa que creó el programa Windows que usan el 95% de los ordenadores , aseguran que la división de la firma disminuiría su capacidad para competir .","Los abogados de Microsoft , empresa que creó el programa Windows que usan el 95% de los ordenadores , aseguran que la división de la firma disminuiría",división,disminuiría,26,Sing,Sing,Fin,3,1,0,4,train
El paro en Francia cayó en abril por debajo del 10% por primera vez en 10 años .,El paro en Francia cayó,paro,cayó,4,Sing,Sing,Fin,3,0,0,3,train
"La tasa de desempleo se situó en el 9,8% .",La tasa de desempleo se situó,tasa,situó,5,Sing,Sing,Fin,3,1,0,4,train
"En abril , el número de demandantes de empleo disminuyó un 3,1% en relación con marzo , hasta situarse situar se en un total de 2.371.300 parados .","En abril , el número de demandantes de empleo disminuyó",número,disminuyó,9,Sing,Sing,Fin,3,2,1,5,train
Sólo quedan por devolver las peticiones que no tienen derecho a ello o con algún problema .,Sólo quedan,peticiones,quedan,1,Plur,Plur,Fin,3,0,0,4,train
"En abril pasado , la venta de viviendas registró un descenso del 5,8% , según el Departamento de Comercio .","En abril pasado , la venta de viviendas registró",venta,registró,8,Sing,Sing,Fin,3,1,1,3,train
"Los precios industriales aumentaron un 0,2% en abril .",Los precios industriales aumentaron,precios,aumentaron,3,Plur,Plur,Fin,3,0,0,2,train
"Según el Instituto Nacional de Estadística ( INE ) , el índice de precios industriales acumula un crecimiento del 2,5% en los cuatro primeros meses del año .","Según el Instituto Nacional de Estadística ( INE ) , el índice de precios industriales acumula",índice,acumula,15,Sing,Sing,Fin,3,1,1,4,train
"La industria química , con un 1,4% , registró el alza más importante , mientras los productos alimenticios , bebidas y tabaco , con un 0,2% , fueron los menos inflacionistas .","La industria química , con un 1,4% , registró",industria,registró,8,Sing,Sing,Fin,3,0,0,7,train
"La revista especializada en temas científicos The Lancet cuestiona en su último número la forma en la que los médicos tratan las enfermedades de las figuras políticas prominentes , ocultándoles ocultando les los diagnósticos , centrándose centrando se en el caso de Eva Perón .",La revista especializada en temas científicos The Lancet cuestiona,revista,cuestiona,8,Sing,Sing,Fin,3,1,1,7,train
"La revista especializada en temas científicos The Lancet cuestiona en su último número la forma en la que los médicos tratan las enfermedades de las figuras políticas prominentes , ocultándoles ocultando les los diagnósticos , centrándose centrando se en el caso de Eva Perón .",La revista especializada en temas científicos The Lancet cuestiona en su último número la forma en la que los médicos tratan,médicos,tratan,20,Plur,Plur,Fin,3,0,0,1,train
"El profesor Barron Lerner describe cómo la mítica Evita , que fue primera dama argentina , ignoraba que su histerectomía por cáncer cervical fue realizada en secreto por un oncólogo estadounidense , el doctor George Pack .",El profesor Barron Lerner describe,profesor,describe,4,Sing,Sing,Fin,3,0,0,3,train
